"","full_name","castaway_id","castaway","version","version_season","season_name","season","age","city","state","episode","day","order","result","jury_status","original_tribe","date_of_birth","date_of_death","gender","race","ethnicity","poc","occupation","personality_type","screen_time_ep1","confessional_count_ep1","ncontestants","age_group","OUT"
"899","Shaun Wilson","SA0136","Shaun","SA","SA08","Survivor South Africa: Immunity Island",8,40,"Cape Town","Western Cape",9,23,10,"10th voted out","2nd jury member","Zamba",NA,NA,"Male",NA,NA,NA,"IT Business Owner",NA,NA,5,20,"35-39",NA
"900","Shawn Cohen","US0103","Shawn","US","US07","Survivor: Pearl Islands",7,28,"Hollywood","California",7,19,7,"7th voted out",NA,"Drake",1974-09-20,NA,"Male","White","Jewish","White","Advertising Sales","ESTP",NA,7,18,"26-29",NA
"901","Shawna Mitchell","US0086","Shawna","US","US06","Survivor: The Amazon",6,23,"Los Angeles","California",6,18,6,"6th voted out",NA,"Jaburu",1979-07-28,NA,"Female",NA,NA,"White","Retail Saleswoman","ENFP",NA,3,15,"22-25",NA
"902","Shayelle Lajoie","AU0139","Shay","AU","AU07","Survivor Australia: Blood vs. Water",7,31,"Sunshine Coast","Queensland",16,NA,16,"14th voted out",NA,"Water",NA,NA,"Female",NA,NA,NA,NA,"ISFP",NA,5,28,"30-34",NA
"903","Shayelle Lajoie","AU0139","Shay","AU","AU07","Survivor Australia: Blood vs. Water",7,31,"Sunshine Coast","Queensland",24,NA,26,"Runner up",NA,"Water",NA,NA,"Female",NA,NA,NA,NA,"ISFP",NA,5,28,"30-34",NA
"904","Shayna Swain-Tapusoa","NZ0007","Shay","NZ","NZ01","Survivor NZ: Nicaragua",1,27,"Hamilton",NA,8,16,7,"6th voted out",NA,"Mogoton",NA,NA,"Female","Samoan",NA,NA,"Business Support Coordinator",NA,NA,8,19,"26-29",NA
"905","Shayna Swain-Tapusoa","NZ0007","Shay","NZ","NZ01","Survivor NZ: Nicaragua",1,27,"Hamilton",NA,16,32,13,"12th voted out","4th jury member","Mogoton",NA,NA,"Female","Samoan",NA,NA,"Business Support Coordinator",NA,NA,8,19,"26-29",NA
"906","Sherea Lloyd","US0227","Sherea","US","US15","Survivor: China",15,26,"Atlanta","Georgia",6,18,6,"6th voted out",NA,"Zhan Hu",1981-07-31,NA,"Female","Black",NA,"POC","Elementary Teacher","ESFP",NA,1,16,"26-29",NA
"907","Sherri Biethman","US0396","Sherri","US","US26","Survivor: Caramoan",26,41,"Boise","Idaho",15,39,18,"Co-runner-up",NA,"Gota",1971-09-09,NA,"Female",NA,NA,"White","Fast Food Franchisee","ESFJ",NA,1,20,"40-44",NA
"908","Shii Ann Huang","US0071","Shii Ann","US","US05","Survivor: Thailand",5,28,"New York City","New York",7,21,7,"7th voted out",NA,"Sook Jai",1974-01-24,NA,"Female","Asian","Taiwanese American","POC","Executive Recruiter","INTJ",NA,3,16,"26-29",NA
"909","Shii Ann Huang","US0071","Shii Ann","US","US08","Survivor: All-Stars",8,29,"New York City","New York",14,33,13,"11th voted out","4th jury member","Mogo Mogo",1974-01-24,NA,"Female","Asian","Taiwanese American","POC","Executive Recruiter","INTJ",NA,3,17,"26-29",NA
"910","Shirin Oskooi","US0453","Shirin","US","US31","Survivor: Cambodia",31,32,"San Francisco","California",2,6,2,"2nd voted out",NA,"Ta Keo",1983-02-25,NA,"Female","Asian",NA,"POC","Yahoo! Executive","ENFP",NA,4,20,"30-34",NA
"911","Shirin Oskooi","US0453","Shirin","US","US30","Survivor: Worlds Apart",30,31,"San Francisco","California",11,29,11,"11th voted out","4th jury member","Masaya",1983-02-25,NA,"Female","Asian",NA,"POC","Yahoo! Executive","ENFP",NA,3,18,"30-34",NA
"912","Shona Macdonald","SA0072","Shona","SA","SA05","Survivor South Africa: Champions",5,24,"Craigavon","Gauteng",5,9,5,"5th voted out",NA,"Selatan",NA,NA,"Female",NA,NA,NA,"Account Manager",NA,NA,3,20,"22-25",NA
"913","Shona Macdonald","SA0072","Shona","SA","SA09","Survivor South Africa: Return of the Outcasts",9,30,"Cape Town","WC",8,14,6,"6th voted out",NA,"Yontau",NA,NA,"Female",NA,NA,NA,"Account Manager",NA,NA,1,20,"26-29",NA
"914","Shonee Fairfax","AU0068","Shonee","AU","AU05","Survivor Australia: All Stars",5,27,"London","England",20,42,18,"18th voted out","5th jury member","Mokuta",1992-04-26,NA,"Female",NA,NA,NA,"Personal Assistant",NA,NA,1,24,"26-29",NA
"915","Shonee Fairfax","AU0068","Shonee","AU","AU03","Survivor Australia: Champions vs. Contenders",3,26,"Tewantin","QLD",23,47,22,"22nd voted out","8th jury member","Contenders",1992-04-26,NA,"Female",NA,NA,NA,"Personal Assistant",NA,NA,1,25,"26-29",NA
"916","Sierra Dawn Thomas","US0456","Sierra","US","US34","Survivor: Game Changers",34,29,"Roy","Utah",10,32,12,"12th voted out","5th jury member","Nuku",1986-12-18,NA,"Female",NA,NA,"White","Barrel Racer","ISFJ",NA,2,20,"26-29",NA
"917","Sierra Dawn Thomas","US0456","Sierra","US","US30","Survivor: Worlds Apart",30,27,"Roy","Utah",14,37,14,"14th voted out","7th jury member","Escameca",1986-12-18,NA,"Female",NA,NA,"White","Barrel Racer","ISFJ",NA,2,18,"26-29",NA
"918","Sierra Reed","US0275","Sierra","US","US18","Survivor: Tocantins",18,23,"Los Angeles","California",11,30,10,"9th voted out","3rd jury member","Timbira",1985-09-29,NA,"Female",NA,NA,"White","Model","INFP",NA,4,16,"22-25",NA
"919","Silas Gaither","US0037","Silas","US","US03","Survivor: Africa",3,23,"Los Angeles","California",5,15,5,"5th voted out",NA,"Samburu",1978-01-28,NA,"Male",NA,NA,"White","Bartender","ESTJ",NA,0,16,"22-25",NA
"920","Simon Black","AU0089","Simon","AU","AU04","Survivor Australia: Champions vs. Contenders (2019)",4,39,"Brisbane","QLD",19,40,18,"17th voted out",NA,"Champions",1979-04-03,NA,"Male",NA,NA,NA,"AFL Superstar",NA,NA,0,25,"35-39",NA
"921","Simon Black","AU0089","Simon","AU","AU04","Survivor Australia: Champions vs. Contenders (2019)",4,39,"Brisbane","QLD",20,42,19,"18th voted out","5th jury member","Champions",1979-04-03,NA,"Male",NA,NA,NA,"AFL Superstar",NA,NA,0,25,"35-39",NA
"922","Simon Coetzer","SA0059","Simon","SA","SA04","Survivor South Africa: Maldives",4,40,"Johannesburg","Gauteng",8,17,11,"9th voted out","4th jury member","Pleb",NA,NA,"Male",NA,NA,NA,"HR Consultant",NA,NA,8,19,"35-39",NA
"923","Simon Mee","AU0106","Simon","AU","AU06","Survivor Australia: Brains vs. Brawn",6,31,"Brisbane","QLD",12,25,11,"11th voted out",NA,"Brawn",NA,NA,"Male",NA,NA,NA,"Carpenter",NA,NA,3,26,"30-34",NA
"924","Simone Nguyen","US0500","Simone","US","US35","Survivor: Heroes vs. Healers vs. Hustlers",35,25,"New York City","New York",2,6,2,"2nd voted out",NA,"Yawa",1991-05-31,NA,"Female","Asian",NA,"POC","Diversity Advocate","INTP",NA,0,18,"22-25",NA
"925","Sindi Lukhele","SA0055","Sindi","SA","SA04","Survivor South Africa: Maldives",4,25,"Johannesburg","Gauteng",6,13,7,"6th voted out",NA,"Pleb",NA,NA,"Female",NA,NA,NA,"Events Coordinator",NA,NA,1,19,"22-25",NA
"926","Sivu Xabanisa","SA0085","Sivu","SA","SA05","Survivor South Africa: Champions",5,23,"Khayelitsha","Western Cape",18,27,18,"2nd Runner-up",NA,"Utara",NA,NA,"Male",NA,NA,NA,"Astrophysics Student",NA,NA,0,20,"22-25",NA
"927","So Kim","US0443","So","US","US30","Survivor: Worlds Apart",30,31,"Long Beach","California",1,3,1,"1st voted out",NA,"Masaya",1983-01-13,NA,"Female","Asian",NA,"POC","Retail Buyer","INTJ",NA,7,18,"30-34",1
"928","Solly Mathiba","SA0078","Solly","SA","SA05","Survivor South Africa: Champions",5,32,"Kathu","Northern Cape",12,20,11,"11th voted out","2nd jury member","Utara",NA,NA,"Male",NA,NA,NA,"Sports Manager",NA,NA,7,20,"30-34",NA
"929","Sonette Myburgh","SA0075","Sonette","SA","SA05","Survivor South Africa: Champions",5,40,"Witpoortijie","Gauteng",8,15,8,"8th voted out",NA,"Utara",NA,NA,"Female",NA,NA,NA,"Mortuary Assistant",NA,NA,5,20,"35-39",NA
"930","Sonja Christopher","US0001","Sonja","US","US01","Survivor: Borneo",1,63,"Walnut Creek","California",1,3,1,"1st voted out",NA,"Tagi",1937-01-28,NA,"Female",NA,NA,"White","Musician","ENFP",NA,2,16,"61-65",NA
"931","Sophie Cachia","AU0129","Sophie","AU","AU07","Survivor Australia: Blood vs. Water",7,31,"Melbourne","Victoria",8,NA,8,"7th voted out",NA,"Blood",NA,NA,"Female",NA,NA,NA,NA,"ENTJ",NA,2,28,"30-34",NA
"932","Sophie Cachia","AU0129","Sophie","AU","AU07","Survivor Australia: Blood vs. Water",7,31,NA,"Victoria",4,NA,4,"4th voted out",NA,"Blood",NA,NA,"Female",NA,NA,NA,NA,"ENTJ",NA,2,28,"30-34",NA
"933","Sophie Clarke","US0353","Sophie","US","US23","Survivor: South Pacific",23,22,"Willsboro","New York",16,39,20,"Sole Survivor",NA,"Upolu",1989-07-10,NA,"Female",NA,NA,"White","Medical Student;Healthcare Consultant","INTJ",NA,2,20,"22-25",NA
"934","Sophie Clarke","US0353","Sophie","US","US40","Survivor: Winners at War",40,29,"Santa Monica","California",11,28,13,"13th voted out","10th jury member","Dakal",1989-07-10,NA,"Female",NA,NA,"White","Medical Student;Healthcare Consultant","INTJ",NA,2,22,"26-29",NA
"935","Spencer Bledsoe","US0421","Spencer","US","US28","Survivor: Cagayan",28,21,"Chicago","Illinois",13,37,15,"14th voted out","8th jury member","Luzon",1992-06-12,NA,"Male",NA,NA,"White","Economics Student","INTJ",NA,6,18,"18-21",NA
"936","Spencer Bledsoe","US0421","Spencer","US","US31","Survivor: Cambodia",31,22,"Chicago","Illinois",15,39,18,"Co-runner-up",NA,"Ta Keo",1992-06-12,NA,"Male",NA,NA,"White","Economics Student","INTJ",NA,3,20,"22-25",NA
"937","Spencer Duhm","US0270","Spencer","US","US18","Survivor: Tocantins",18,19,"Gainesville","Florida",5,15,5,"5th voted out",NA,"Jalapao",1989-12-20,NA,"Male",NA,NA,"White","Student","INFP",NA,6,16,"18-21",NA
"938","Stacey-Lee Valentyn","SA0090","Stacey-Lee","SA","SA06","Survivor South Africa: Philippines",6,27,"Cape Town","Western Cape",3,8,3,"2nd voted out",NA,"Mindanao",NA,NA,"Female",NA,NA,NA,"Business Analyst",NA,NA,2,18,"26-29",NA
"939","Stacey Powell","US0341","Stacey","US","US23","Survivor: South Pacific",23,44,"Grand Prairie","Texas",4,11,4,"4th voted out",NA,"Upolu",1967-11-21,NA,"Female","Black",NA,"POC","Mortician","ISTJ",NA,2,20,"40-44",NA
"940","Stacey Stillman","US0003","Stacey","US","US01","Survivor: Borneo",1,27,"San Francisco","California",3,9,3,"3rd voted out",NA,"Tagi",1972-08-11,NA,"Female",NA,NA,"White","Attorney","ENTJ",NA,1,16,"26-29",NA
"941","Stacy Kimball","US0216","Stacy","US","US14","Survivor: Fiji",14,27,"Boulder","Colorado",13,36,14,"13th voted out","7th jury member","Moto",1979-10-01,NA,"Female","Asian","Korean American","POC","Web Producer","INTJ",NA,0,19,"26-29",NA
"942","Steffi Brink","SA0122","Steffi","SA","SA09","Survivor South Africa: Return of the Outcasts",9,30,"Mdrand","GP",15,25,12,"12th voted out","3rd jury member","Masu",1991-10-23,NA,"Female","Nambibian",NA,NA,"Fitness Model",NA,NA,10,20,"26-29",NA
"943","Stephanie Dill","US0069","Stephanie","US","US05","Survivor: Thailand",5,29,"Ozark","Arkansas",5,15,5,"5th voted out",NA,"Sook Jai",1972-11-15,NA,"Female",NA,NA,"White","Firefighter","ISTJ",NA,1,16,"26-29",NA
"944","Stephanie Gonzalez","US0517","Gonzalez","US","US36","Survivor: Ghost Island",36,26,"Ocala","Florida",1,3,1,"1st voted out",NA,"Malolo",1991-04-22,NA,"Female",NA,"Hispanic or Latino","POC","Graphic Sales","ESTJ",NA,2,20,"26-29",NA
"945","Stephanie Johnson","US0521","Stephanie","US","US36","Survivor: Ghost Island",36,34,"Chicago","Illinois",4,14,5,"5th voted out",NA,"Malolo",1982-09-10,NA,"Female",NA,NA,"White","Yoga Instructor","ENFP",NA,5,20,"30-34",NA
"946","Stephanie Valencia","US0326","Stephanie","US","US22","Survivor: Redemption Island",22,26,"Long Beach","California",6,16,6,"6th voted out",NA,"Zapatera",1985-02-03,NA,"Female",NA,"Hispanic or Latino","POC","Waitress","ESFP",NA,3,20,"26-29",NA
"947","Stephannie Favor","US0187","Stephannie","US","US13","Survivor: Cook Islands",13,35,"Columbia","South Carolina",5,14,5,"5th voted out",NA,"Manihiki",1970-07-12,NA,"Female","Black",NA,"POC","Nursing Student","ISFJ",NA,6,20,"30-34",NA
"948","Stephen Fishbach","US0280","Stephen","US","US31","Survivor: Cambodia",31,36,"New York City","New York",11,29,12,"11th voted out","5th jury member","Bayon",1979-01-24,NA,"Male","White","Jewish","White","Corporate Consultant","INTP",NA,3,20,"35-39",NA
"949","Stephen Fishbach","US0280","Stephen","US","US18","Survivor: Tocantins",18,29,"New York City","New York",15,39,15,"Runner-up",NA,"Jalapao",1979-01-24,NA,"Male","White","Jewish","White","Corporate Consultant","INTP",NA,2,16,"26-29",NA
"950","Stephen Walker","SA0076","Stephen","SA","SA05","Survivor South Africa: Champions",5,25,"Johannesburg","Gauteng",9,17,9,"9th voted out",NA,"Utara",NA,NA,"Male",NA,NA,NA,"Business Analyst",NA,NA,3,20,"22-25",NA
"951","Stephenie LaGrossa","US0144","Stephenie","US","US10","Survivor: Palau",10,24,"Toms River","New Jersey",11,30,14,"10th voted out","3rd jury member","Ulong",1979-12-06,NA,"Female",NA,NA,"White","Pharmaceutical Sales Representative","ESTJ",NA,3,20,"22-25",NA
"952","Stephenie LaGrossa","US0144","Stephenie","US","US20","Survivor: Heroes vs. Villains",20,29,"Philadelphia","Pennsylvania",2,6,2,"2nd voted out",NA,"Heroes",1979-12-06,NA,"Female",NA,NA,"White","Pharmaceutical Sales Representative","ESTJ",NA,2,20,"26-29",NA
"953","Stephenie LaGrossa","US0144","Stephenie","US","US11","Survivor: Guatemala",11,25,"Toms River","New Jersey",15,39,17,"Runner-up",NA,"Yaxha",1979-12-06,NA,"Female",NA,NA,"White","Pharmaceutical Sales Representative","ESTJ",NA,9,18,"22-25",NA
"954","Steve Khouw","AU0051","Steve K.","AU","AU03","Survivor Australia: Champions vs. Contenders",3,58,"Sydney","NSW",4,11,4,"4th voted out",NA,"Contenders",NA,NA,"Male",NA,NA,NA,"Takeaway Delivery Rider",NA,NA,5,25,"56-60",NA
"955","Steve Morris","US0222","Chicken","US","US15","Survivor: China",15,47,"Marion","Virginia",1,3,1,"1st voted out",NA,"Zhan Hu",1959-09-02,NA,"Male",NA,NA,"White","Chicken Farmer","ISFP",NA,5,16,"45-50",1
"956","Steve Willis","AU0065","Steve W.","AU","AU03","Survivor Australia: Champions vs. Contenders",3,41,"Brisbane","QLD",20,42,19,"19th voted out","5th jury member","Champions",1976-06-05,NA,"Male",NA,NA,NA,"Fitness Specialist",NA,NA,3,25,"40-44",NA
"957","Steve Wright","US0332","Steve","US","US22","Survivor: Redemption Island",22,51,"Huntington Beach","California",11,30,13,"13th voted out","3rd jury member","Zapatera",1959-04-08,NA,"Male",NA,NA,"White","Ex-NFL Player","ISFJ",NA,0,20,"51-55",NA
"958","Steven Bradbury","AU0076","Steven","AU","AU04","Survivor Australia: Champions vs. Contenders (2019)",4,45,"Camden","NSW",5,12,5,"5th voted out",NA,"Champions",1973-10-14,NA,"Male",NA,NA,NA,"Olympic Gold Medalist",NA,NA,6,25,"40-44",NA
"959","Sue Clark","AU0016","Sue","AU","AU01","Survivor Australia: 2016",1,59,"Perth","WA",19,41,16,"15th voted out","3rd jury member","Vavau",NA,NA,"Female",NA,NA,NA,"Personal Trainer",NA,NA,1,24,"56-60",NA
"960","Sunday Burquest","US0492","Sunday","US","US33","Survivor: Millennials vs. Gen X",33,45,"Otsego","Minnesota",12,35,14,"14th voted out","7th jury member","Takali",1971-02-06,2021-04-18,"Female",NA,NA,"White","Youth Pastor","ENFJ",NA,2,20,"40-44",NA
"961","Sundra Oakley","US0199","Sundra","US","US13","Survivor: Cook Islands",13,31,"Los Angeles","California",15,38,17,"17th voted out","9th jury member","Manihiki",1975-01-02,NA,"Female","Black",NA,"POC","Actress","INFP",NA,3,20,"30-34",NA
"962","Susan Hawk","US0013","Sue","US","US01","Survivor: Borneo",1,38,"Palmyra","Wisconsin",13,37,13,"13th voted out","6th jury member","Tagi",1961-08-17,NA,"Female",NA,NA,"White","Truck Driver","ESTP",NA,2,16,"35-39",NA
"963","Susie Maroney","AU0074","Susie","AU","AU04","Survivor Australia: Champions vs. Contenders (2019)",4,44,"Cronulla","NSW",3,7,3,"3rd voted out",NA,"Champions",1974-11-15,NA,"Female",NA,NA,NA,"Marathon Swimmer",NA,NA,0,25,"40-44",NA
"964","Susie Smith","US0264","Susie","US","US17","Survivor: Gabon",17,47,"Charles City","Iowa",14,39,17,"Runner-up",NA,"Fang",1960-10-24,NA,"Female",NA,"Hispanic or Latino","POC","Hairdresser","ISFJ",NA,0,18,"45-50",NA
"965","Swati Goel","US0624","Swati","US","US42","Survivor: 42",42,19,"Palo Alto","California",4,9,5,"4th voted out",NA,"Ika",2002-03-20,NA,"Female","Asian","Asian American","POC","Ivy League Student","ISTJ",294,2,18,"18-21",NA
"966","Sydney Segal","US0605","Sydney","US","US41","Survivor: 41",41,26,"Brooklyn","New York",7,14,7,"7th voted out",NA,"Luvu",1995-07-19,NA,"Female","White","Jewish","White","Law Student","ESTP",NA,3,18,"26-29",NA
"967","Sydney Wheeler","US0271","Sydney","US","US18","Survivor: Tocantins",18,24,"San Diego","California",7,18,6,"6th voted out",NA,"Jalapao",1984-05-11,NA,"Female",NA,NA,"White","Model","ISFP",NA,1,16,"22-25",NA
"968","Sylvia Kwan","US0205","Sylvia","US","US14","Survivor: Fiji",14,52,"Ross","California",3,8,3,"3rd voted out",NA,"Ravu",1954-08-18,NA,"Female","Asian","Hong Konger American","POC","Architect","ISTJ",NA,4,19,"51-55",NA
"969","Tai Trang","US0476","Tai","US","US34","Survivor: Game Changers",34,52,"San Francisco","California",12,38,17,"16th voted out","10th jury member","Nuku",1964-03-23,NA,"Male","Asian",NA,"POC","Gardener","INFP",NA,2,20,"51-55",NA
"970","Tai Trang","US0476","Tai","US","US32","Survivor: Kaoh Rong",32,51,"San Francisco","California",15,39,16,"2nd runner-up",NA,"Gondol",1964-03-23,NA,"Male","Asian",NA,"POC","Gardener","INFP",NA,6,18,"51-55",NA
"971","Tamara Johnson-George","US0278","Taj","US","US18","Survivor: Tocantins",18,37,"Nashville","Tennessee",14,37,13,"12th voted out","6th jury member","Jalapao",1971-04-29,NA,"Female","Black",NA,"POC","Former Pop Star","ENFJ",NA,1,16,"35-39",NA
"972","Tammy Leitner","US0058","Tammy","US","US04","Survivor: Marquesas",4,29,"Mesa","Arizona",11,30,10,"10th voted out","3rd jury member","Rotu",1972-07-03,NA,"Female",NA,NA,"White","Crime Reporter","ENFJ",NA,3,16,"26-29",NA
"973","Tania Copeland","SA0111","Tania","SA","SA07","Survivor South Africa: Island of Secrets",7,51,"Somerset West","Western Cape",6,14,6,"6th voted out",NA,"Ta'alo",NA,NA,"Female",NA,NA,NA,"Immigration Consultant",NA,NA,5,21,"51-55",NA
"974","Tania Copeland","SA0111","Tania","SA","SA09","Survivor South Africa: Return of the Outcasts",9,53,"Patermoster","WC",4,7,3,"3rd voted out",NA,"Yontau",NA,NA,"Female",NA,NA,NA,"Immigration Consultant",NA,NA,3,20,"51-55",NA
"975","Tanya Vance","US0066","Tanya","US","US05","Survivor: Thailand",5,27,"Gray","Tennessee",2,6,2,"2nd voted out",NA,"Chuay Gahn",1974-11-29,NA,"Female",NA,NA,"White","Social Worker","ESTJ",NA,3,16,"26-29",NA
"976","Tara Pitt","AU0047","Tara","AU","AU02","Survivor Australia: 2017",2,32,"Sunshine Coast","QLD",26,55,23,"Runner-up",NA,"Samatau",NA,NA,"Female",NA,NA,NA,"Barrel Racer",NA,NA,3,24,"30-34",NA
"977","Tasleem Vally","SA0052","Tasleem","SA","SA04","Survivor South Africa: Maldives",4,25,"Durban","Kwa Zulu Natal",4,9,4,"4th voted out",NA,"Pleb",NA,NA,"Female",NA,NA,NA,"Make-Up Artist",NA,NA,3,19,"22-25",NA
"978","Taylor Lee Stocker","US0487","Taylor","US","US33","Survivor: Millennials vs. Gen X",33,24,"Post Falls","Idaho",9,25,9,"9th voted out","2nd jury member","Vanua",1991-11-20,NA,"Male",NA,NA,"White","Snowboard Instructor","INFP",NA,3,20,"22-25",NA
"979","Ted Rogers Jr.","US0076","Ted","US","US05","Survivor: Thailand",5,37,"Durham","North Carolina",13,36,12,"12th voted out","5th jury member","Chuay Gahn",1964-12-28,NA,"Male","Black",NA,"POC","Software Development Manager","ESTP",NA,3,16,"35-39",NA
"980","Tegan Gasior","AU0054","Tegan","AU","AU03","Survivor Australia: Champions vs. Contenders",3,32,"Derby","WA",7,18,7,"7th voted out",NA,"Contenders",NA,NA,"Female",NA,NA,NA,"Managing Consultant",NA,NA,2,25,"30-34",NA
"981","Tegan Gasior","AU0054","Tegan","AU","AU03","Survivor Australia: Champions vs. Contenders",3,32,"Derby","WA",12,28,12,"12th voted out",NA,"Contenders",NA,NA,"Female",NA,NA,NA,"Managing Consultant",NA,NA,2,25,"30-34",NA
"982","Tegan Haining","AU0006","Tegan","AU","AU01","Survivor Australia: 2016",1,33,"Sydney","NSW",7,17,6,"5th voted out",NA,"Vavau",NA,NA,"Female",NA,NA,NA,"Personal Trainer",NA,NA,0,24,"30-34",NA
"983","Tejan Pillay","SA0061","Tejan","SA","SA04","Survivor South Africa: Maldives",4,32,"Durban","Kwa Zulu Natal",10,21,13,"11th voted out","6th jury member","Pleb",NA,NA,"Male",NA,NA,NA,"Engineer",NA,NA,3,19,"30-34",NA
"984","Tejan Pillay","SA0061","Tejan","SA","SA09","Survivor South Africa: Return of the Outcasts",9,42,"Johannesburg","GP",18,30,14,"14th voted out","5th jury member","Masu",NA,NA,"Male",NA,NA,NA,"Engineer",NA,NA,1,20,"40-44",NA
"985","Teresa Cooper","US0044","Teresa","US","US03","Survivor: Africa",3,42,"Jackson","Georgia",13,36,12,"12th voted out","5th jury member","Samburu",1959-05-05,NA,"Female",NA,NA,"White","Flight Attendant","ENFP",NA,1,16,"40-44",NA
"986","Terry Deitz","US0180","Terry","US","US12","Survivor: Panama",12,46,"Simsbury","Connecticut",15,38,14,"13th voted out","7th jury member","La Mina",1959-10-10,NA,"Male",NA,NA,"White","Pilot","ESTJ",NA,1,16,"45-50",NA
"987","Tessa O'Halloran","AU0040","Tessa","AU","AU02","Survivor Australia: 2017",2,29,"Melbourne","VIC",19,42,16,"16th voted out","Removed from jury","Samatau",NA,NA,"Female",NA,NA,NA,"Doctor",NA,NA,0,24,"26-29",NA
"988","Tevin Naidu","SA0094","Tevin","SA","SA06","Survivor South Africa: Philippines",6,24,"Durban","Kwa Zulu Natal",7,18,7,"5th voted out",NA,"Mindanao",NA,NA,"Male",NA,NA,NA,"Medical Doctor",NA,NA,9,18,"22-25",NA
"989","Tevin Naidu","SA0094","Tevin","SA","SA09","Survivor South Africa: Return of the Outcasts",9,28,"Cape Town","WC",5,9,4,"4th voted out",NA,"Yontau",NA,NA,"Male",NA,NA,NA,"Medical Doctor",NA,NA,5,20,"26-29",NA
